"fish_id" "distance" "sr8786" "location"
"324" "Ma2" 3675 0.720378656429419 "Mamore"
"325" "Ma2" 3700 0.720976947479199 "Mamore"
"326" "Ma2" 3725 0.719697989608967 "Mamore"
"327" "Ma2" 3750 0.720197791946991 "Mamore"
"328" "Ma2" 3775 0.720398344398177 "Mamore"
"329" "Ma2" 3800 0.719705045377434 "Mamore"
"330" "Ma2" 3825 0.719598561843037 "Mamore"
"331" "Ma2" 3850 0.719514270738548 "Mamore"
"332" "Ma2" 3875 0.720203747744868 "Mamore"
"333" "Ma2" 3900 0.71954138003887 "Mamore"
"334" "Ma2" 3925 0.718528274187146 "Mamore"
"335" "Ma2" 3950 0.720190342378379 "Mamore"
"336" "Ma2" 3975 0.719590196815557 "Mamore"
"337" "Ma2" 4000 0.718968481520327 "Mamore"
"338" "Ma2" 4025 0.720179190517366 "Mamore"
"339" "Ma2" 4050 0.719986479149128 "Mamore"
"340" "Ma2" 4075 0.718313399827018 "Mamore"
"341" "Ma2" 4100 0.720267753586284 "Mamore"
"342" "Ma2" 4125 0.720445692606998 "Mamore"
"343" "Ma2" 4150 0.71851065997233 "Mamore"
"344" "Ma2" 4175 0.719603279346334 "Mamore"
"345" "Ma2" 4200 0.719798817350994 "Mamore"
"346" "Ma2" 4225 0.718621343228386 "Mamore"
"347" "Ma2" 4250 0.720018534564109 "Mamore"
"348" "Ma2" 4275 0.720345283814066 "Mamore"
"349" "Ma2" 4300 0.719060143362784 "Mamore"
"350" "Ma2" 4325 0.720530435879089 "Mamore"
"351" "Ma2" 4350 0.720108779722731 "Mamore"
"352" "Ma2" 4375 0.719336494117845 "Mamore"
"353" "Ma2" 4400 0.720392748331486 "Mamore"
"354" "Ma2" 4425 0.720619578308687 "Mamore"
"355" "Ma2" 4450 0.719598040564495 "Mamore"
"356" "Ma2" 4475 0.719777815003178 "Mamore"
"357" "Ma3" 0 0.721242036863664 "Mamore"
"358" "Ma3" 25 0.721810324822664 "Mamore"
"359" "Ma3" 50 0.721713291964109 "Mamore"
"360" "Ma3" 75 0.720115481199203 "Mamore"
"361" "Ma3" 100 0.717977165338366 "Mamore"
"362" "Ma3" 125 0.71468370039865 "Mamore"
"363" "Ma3" 150 0.71302013238601 "Mamore"
"364" "Ma3" 175 0.712457884617405 "Mamore"
"365" "Ma3" 200 0.711365126359242 "Mamore"
"366" "Ma3" 225 0.710616519639596 "Mamore"
"367" "Ma3" 250 0.710154381484616 "Mamore"
"368" "Ma3" 275 0.710149500308714 "Mamore"
"369" "Ma3" 300 0.709957833548313 "Mamore"
"370" "Ma3" 325 0.709860276063317 "Mamore"
"371" "Ma3" 350 0.7097509665552 "Mamore"
"372" "Ma3" 375 0.709860883995456 "Mamore"
"373" "Ma3" 400 0.709756049228457 "Mamore"
"374" "Ma3" 425 0.709696708013797 "Mamore"
"375" "Ma3" 450 0.709568426563073 "Mamore"
"376" "Ma3" 475 0.709688298104938 "Mamore"
"377" "Ma3" 500 0.709528767221043 "Mamore"
"378" "Ma3" 525 0.70941036295985 "Mamore"
"379" "Ma3" 550 0.709404959080306 "Mamore"
"380" "Ma3" 575 0.709459657518802 "Mamore"
"381" "Ma3" 600 0.709414717070395 "Mamore"
"382" "Ma3" 625 0.709573636842078 "Mamore"
"383" "Ma3" 650 0.709283357109698 "Mamore"
"384" "Ma3" 675 0.709435447116889 "Mamore"
"385" "Ma3" 700 0.709224446687594 "Mamore"
"386" "Ma3" 725 0.709575782134815 "Mamore"
"387" "Ma3" 750 0.709393642540131 "Mamore"
"388" "Ma3" 775 0.709538727983106 "Mamore"
"389" "Ma3" 800 0.70942786992944 "Mamore"
"390" "Ma3" 825 0.709568084701551 "Mamore"
"391" "Ma3" 850 0.709556841559572 "Mamore"
"392" "Ma3" 875 0.709734702994154 "Mamore"
"393" "Ma3" 900 0.709732299412658 "Mamore"
"394" "Ma3" 925 0.710275506386327 "Mamore"
"395" "Ma3" 950 0.710342563991356 "Mamore"
"396" "Ma3" 975 0.710698440108386 "Mamore"
"397" "Ma3" 1000 0.710574221686373 "Mamore"
"398" "Ma3" 1025 0.710692790656647 "Mamore"
"399" "Ma3" 1050 0.710329191334085 "Mamore"
"400" "Ma3" 1075 0.710314786586947 "Mamore"
"401" "Ma3" 1100 0.710133043184851 "Mamore"
"402" "Ma3" 1125 0.710129749818473 "Mamore"
"403" "Ma3" 1150 0.709961328747853 "Mamore"
"404" "Ma3" 1175 0.710087453041612 "Mamore"
"405" "Ma3" 1200 0.709911322594576 "Mamore"
"406" "Ma3" 1225 0.709926150363731 "Mamore"
"407" "Ma3" 1250 0.709878421202263 "Mamore"
"408" "Ma3" 1275 0.709796550355533 "Mamore"
"409" "Ma3" 1300 0.70976913477132 "Mamore"
"410" "Ma3" 1325 0.709787355737847 "Mamore"
"411" "Ma3" 1350 0.709542024315514 "Mamore"
"412" "Ma3" 1375 0.709802374771923 "Mamore"
"413" "Ma3" 1400 NA "Mamore"
"414" "Ma3" 1425 NA "Mamore"
"415" "Ma3" 1450 NA "Mamore"
"416" "Ma3" 1475 0.7095016586396 "Mamore"
"417" "Ma3" 1500 0.709413805572743 "Mamore"
"418" "Ma3" 1525 0.709692184337044 "Mamore"
"419" "Ma3" 1550 0.709133803702408 "Mamore"
"420" "Ma3" 1575 NA "Mamore"
"421" "Ma3" 1600 NA "Mamore"
"422" "Ma3" 1625 0.709451559569581 "Mamore"
"423" "Ma3" 1650 0.709619825478374 "Mamore"
"424" "Ma3" 1675 0.709604350143092 "Mamore"
"425" "Ma3" 1700 0.709428543953901 "Mamore"
"426" "Ma3" 1725 0.709624598303913 "Mamore"
"427" "Ma3" 1750 0.709513138285485 "Mamore"
"428" "Ma3" 1775 0.709610453943247 "Mamore"
"429" "Ma3" 1800 0.709376503206756 "Mamore"
"430" "Ma3" 1825 0.709597565886874 "Mamore"
"431" "Ma3" 1850 0.709422176220032 "Mamore"
"432" "Ma3" 1875 0.7094447767148 "Mamore"
"433" "Ma3" 1900 0.709331353191935 "Mamore"
"434" "Ma3" 1925 0.709419211406176 "Mamore"
"435" "Ma3" 1950 0.70932824136859 "Mamore"
"436" "Ma3" 1975 0.709470204768454 "Mamore"
"437" "Ma3" 2000 0.709250856966351 "Mamore"
"438" "Ma3" 2025 NA "Mamore"
"439" "Ma3" 2050 NA "Mamore"
"440" "Ma3" 2075 NA "Mamore"
"441" "Ma3" 2100 0.709368111640944 "Mamore"
"442" "Ma3" 2125 0.70957038475528 "Mamore"
"443" "Ma3" 2150 0.709326821541475 "Mamore"
"444" "Ma3" 2175 0.709339116938213 "Mamore"
"445" "Ma3" 2200 0.709321136471411 "Mamore"
"446" "Ma3" 2225 0.709424133062428 "Mamore"
"447" "Ma3" 2250 0.709526737783954 "Mamore"
"448" "Ma3" 2275 0.710006265112874 "Mamore"
"449" "Ma3" 2300 0.711773912231491 "Mamore"
"450" "Ma3" 2325 0.715719366706702 "Mamore"
"451" "Ma3" 2350 0.718738561224292 "Mamore"
"452" "Ma3" 2375 0.719788182836803 "Mamore"
"453" "Ma3" 2400 0.719780204323993 "Mamore"
"454" "Ma3" 2425 0.719883201721459 "Mamore"
"455" "Ma3" 2450 0.718244347488793 "Mamore"
"456" "Ma3" 2475 0.716352164875449 "Mamore"
"457" "Ma3" 2500 0.716137340395964 "Mamore"
"458" "Ma3" 2525 0.715833243865694 "Mamore"
"459" "Ma3" 2550 0.715682322222447 "Mamore"
"460" "Ma3" 2575 0.716378139411279 "Mamore"
"461" "Ma3" 2600 0.717414734260151 "Mamore"
"462" "Ma3" 2625 0.718683299896995 "Mamore"
"463" "Ma3" 2650 0.719242762357982 "Mamore"
"464" "Ma3" 2675 0.719112813126137 "Mamore"
"465" "Ma3" 2700 0.718911208432093 "Mamore"
"466" "Ma3" 2725 0.719538984252493 "Mamore"
"467" "Ma3" 2750 0.719479170132209 "Mamore"
"468" "Ma3" 2775 0.719395436112352 "Mamore"
"469" "Ma3" 2800 0.719497415876522 "Mamore"
"470" "Ma3" 2825 0.71962150917318 "Mamore"
"471" "Ma3" 2850 0.719206850308737 "Mamore"
"472" "Ma3" 2875 0.718614279481438 "Mamore"
"473" "Ma4" 0 0.718022754699207 "Mamore"
"474" "Ma4" 25 0.71799768365763 "Mamore"
"475" "Ma4" 50 0.717992140147953 "Mamore"
"476" "Ma4" 75 0.717194496927815 "Mamore"
"477" "Ma4" 100 0.716129629414972 "Mamore"
"478" "Ma4" 125 0.714850787886968 "Mamore"
"479" "Ma4" 150 0.713080303282697 "Mamore"
"480" "Ma4" 175 0.712048381081562 "Mamore"
"481" "Ma4" 200 0.711493082495868 "Mamore"
"482" "Ma4" 225 0.710823285736978 "Mamore"
"483" "Ma4" 250 0.71013253259502 "Mamore"
"484" "Ma4" 275 0.709858572848154 "Mamore"
"485" "Ma4" 300 0.709648631923402 "Mamore"
"486" "Ma4" 325 0.70941416626797 "Mamore"
"487" "Ma4" 350 0.709511269439099 "Mamore"
"488" "Ma4" 375 0.7096135319653 "Mamore"
"489" "Ma4" 400 0.709645482301072 "Mamore"
"490" "Ma4" 425 0.709426465294961 "Mamore"
"491" "Ma4" 450 0.7094017887146 "Mamore"
"492" "Ma4" 475 0.7092179495531 "Mamore"
"493" "Ma4" 500 0.709192598415131 "Mamore"
"494" "Ma4" 525 0.709266417405609 "Mamore"
"495" "Ma4" 550 0.709206679674429 "Mamore"
"496" "Ma4" 575 0.709171512172131 "Mamore"
"497" "Ma4" 600 0.709169269499279 "Mamore"
"498" "Ma4" 625 0.709114019735216 "Mamore"
"499" "Ma4" 650 0.709297122734932 "Mamore"
"500" "Ma4" 675 0.709054059068932 "Mamore"
"501" "Ma4" 700 0.709097109296215 "Mamore"
