"order" "type" "day" "sequence" "slide" "ss_order" "sl_order" "status" "treatment" "id_series" "sl" "mg25" "ca48" "mn55" "sr88" "ba138" "pb208"
"340" 340 "Raster132" "2017-12-14" 8 17 50 10 4 3 "EF / 163 / L / 17D" "17" 2480.6 2538800.1 22134.9 8922453.7 42814.6 108.3
"341" 341 "MACS-3 43" "2017-12-14" 8 17 51 11 1 NA NA NA 210295.8 2225748.1 1066021 16899486.6 175619.7 108802.8
"342" 342 "Blank43" "2017-12-14" 8 17 52 12 2 NA NA NA 361.9 9683.6 20905.4 11835 15675.7 94.1
"343" 343 "Line133" "2017-12-14" 8 17 53 13 3 2 "WF-B / 1137 / L / 17E" "17.5" 2265.4 4095487.7 21919.8 13837403.5 45826.9 264.5
"344" 344 "Raster133" "2017-12-14" 8 17 54 14 4 2 "WF-B / 1137 / L / 17E" "17.5" 2123.5 3321184.8 24179.9 12862586.5 33010.5 337.7
"345" 345 "Line134" "2017-12-14" 8 17 55 15 3 8 "AB / 1794 / R / 17F" "11.6" 15689.5 4144341 22148 15772647.6 43849.2 366
"346" 346 "Raster134" "2017-12-14" 8 17 56 16 4 8 "AB / 1794 / R / 17F" "11.6" 12408.7 3203147.6 23109.6 10755100.7 36681.6 180
"347" 347 "Line135" "2017-12-14" 8 17 57 17 3 7 "HB-B / 400 / R / 17G" "17.8" 4032.8 4041813.9 20865.9 25348402.4 44757.7 305.5
"348" 348 "Raster135" "2017-12-14" 8 17 58 18 4 7 "HB-B / 400 / R / 17G" "17.8" 1341.9 2862801.1 21376.5 11344672.7 30845.2 132.8
"349" 349 "Line136" "2017-12-14" 8 17 59 19 3 6 "HB-S / 429 / L / 17H" "10" 6081.8 3646542.8 20785.5 10145139 32484.7 166.6
"350" 350 "Raster136" "2017-12-14" 8 17 60 20 4 6 "HB-S / 429 / L / 17H" "10" 1728 3062488 20896.6 11899537.4 29229 113.2
"351" 351 "MACS-3 44" "2017-12-14" 8 18 61 1 1 NA NA NA 227608.6 2344125.1 1086957.6 17738476.1 181726.9 116833.1
"352" 352 "Blank44" "2017-12-14" 8 18 62 2 2 NA NA NA 360.3 9787.2 20446.8 12698.8 15316.6 100.7
"353" 353 "Line137" "2017-12-14" 8 18 63 3 3 6 "HB-S / 435 / L / 18A" "9.8000000000000007" 3368.6 3953144.4 21219.2 13666376.5 33362.5 152.7
"354" 354 "Raster137" "2017-12-14" 8 18 64 4 4 6 "HB-S / 435 / L / 18A" "9.8000000000000007" 1597.2 3609936.9 21541.4 11552410.1 32649.8 160.5
"355" 355 "Line138" "2017-12-14" 8 18 65 5 3 1 "WF-S / 3647 / R / 18B" "9" 9208.8 3767734.2 21046.4 12366804.7 27912.9 131.8
"356" 356 "Raster138" "2017-12-14" 8 18 66 6 4 1 "WF-S / 3647 / R / 18B" "9" 8535 3116122.6 24979.7 10339275.6 27749.7 206.1
"357" 357 "Line139" "2017-12-14" 8 18 67 7 3 5 "CL-B / 2074 / R / 18C" "14.8" 3487.1 3894586.5 20744.9 17414418.2 36930.1 124.4
"358" 358 "Raster139" "2017-12-14" 8 18 68 8 4 5 "CL-B / 2074 / R / 18C" "14.8" 3013.4 3370627.3 20898.2 12710510.6 32174.3 157.1
"359" 359 "Line140" "2017-12-14" 8 18 69 9 3 7 "HB-B / 408 / R / 18D" "15" 2833.2 3969361.7 20576.2 12792105.2 26881.5 281
"360" 360 "Raster140" "2017-12-14" 8 18 70 10 4 7 "HB-B / 408 / R / 18D" "15" 1807.4 2704843.7 20524 13754525.9 28696.2 684
"361" 361 "MACS-3 45" "2017-12-14" 8 18 71 11 1 NA NA NA 224802.1 2298758.8 1064598.8 16884274.2 169973 112356.8
"362" 362 "Blank45" "2017-12-14" 8 18 72 12 2 NA NA NA 348.6 10139.1 21039 13092.2 16504.5 98.8
"363" 363 "Line141" "2017-12-14" 8 18 73 13 3 8 "AB / 1781 / L / 18E" "12" 6435.2 3952237.5 20778.7 14287700.9 48078.5 269.9
"364" 364 "Raster141" "2017-12-14" 8 18 74 14 4 8 "AB / 1781 / L / 18E" "12" 5092.9 3443538.3 21625.7 12347132.2 34662.6 169.9
"365" 365 "Line142" "2017-12-14" 8 18 75 15 3 2 "WF-B / 3594 / L / 18F" ">13" 6673.2 3569625.4 20612.6 12777699.8 28689.2 105.2
"366" 366 "Raster142" "2017-12-14" 8 18 76 16 4 2 "WF-B / 3594 / L / 18F" ">13" 2026.6 2187605.6 20824.7 7931228.2 24426 215.6
"367" 367 "Line143" "2017-12-14" 8 18 77 17 3 3 "EF / 234 / L / 18G" "15.6" 2365.5 3903223.5 20676.9 25288223.7 47258.8 146
"368" 368 "Raster143" "2017-12-14" 8 18 78 18 4 3 "EF / 234 / L / 18G" "15.6" 1163.6 2783472.7 21463.3 9372044 26476.3 148.4
"369" 369 "Line144" "2017-12-14" 8 18 79 19 3 4 "CL-S / 2108 / R / 18H" "9.4" 6356.7 4368266.7 21418.7 14063159.7 39727.1 293.8
"370" 370 "Raster144" "2017-12-14" 8 18 80 20 4 4 "CL-S / 2108 / R / 18H" "9.4" 6936.2 3946489.1 21382.7 17277582.4 39475.5 127.5
"371" 371 "MACS-3 46" "2017-12-14" 8 18 81 21 1 NA NA NA 200733.5 2144989.4 984023.5 15887215.5 167391.5 115763.8
"372" 372 "Blank46" "2017-12-14" 8 18 82 22 2 NA NA NA 356.3 10111.2 20616.5 13873.5 16204 98.8
"373" 373 "MACS-3 47" "2017-12-14" 9 19 1 1 1 NA NA NA 195872.7 2162183.1 1093567.9 16490534 203126.8 156283.7
"374" 374 "Blank47" "2017-12-14" 9 19 2 2 2 NA NA NA 370.9 9164.3 20005.8 14580.5 16491.2 95.5
"375" 375 "Line145" "2017-12-14" 9 19 3 3 3 7 "HB-B / 401 / R / 19A" "16.399999999999999" 1750.3 2880619.1 19899.4 12533811 31441.6 156
"376" 376 "Raster145" "2017-12-14" 9 19 4 4 4 7 "HB-B / 401 / R / 19A" "16.399999999999999" 2039.3 2698353.3 20054.6 11073966.9 29006.3 387.6
"377" 377 "Line146" "2017-12-14" 9 19 5 5 3 8 "AB / 1789 / L / 19B" "11" 11129.2 3302121.1 20573.7 12917218 40874 157.3
"378" 378 "Raster146" "2017-12-14" 9 19 6 6 4 8 "AB / 1789 / L / 19B" "11" 13190.6 2967440.4 21604.9 9158998.8 30167.5 182.4
"379" 379 "Line147" "2017-12-14" 9 19 7 7 3 1 "WF-S / 1123 / L / 19C" "10" 4025.3 3129222.1 19713.9 10279675.7 30293.2 563.1
"380" 380 "Raster147" "2017-12-14" 9 19 8 8 4 1 "WF-S / 1123 / L / 19C" "10" 3885 3210974.7 20597 14353757.8 32498.5 134.8
"381" 381 "Line148" "2017-12-14" 9 19 9 9 3 2 "WF-B / 1138 / L / 19D" "17" 4880.9 3105814.9 20141.4 10420666.3 31057 225.4
"382" 382 "Raster148" "2017-12-14" 9 19 10 10 4 2 "WF-B / 1138 / L / 19D" "17" 6258.7 3150886 20591.6 11826289.5 33526.9 378.3
"383" 383 "MACS-3 48" "2017-12-14" 9 19 11 11 1 NA NA NA 183965.5 1960672.8 941507.6 14809233 170290.9 124999
"384" 384 "Blank48" "2017-12-14" 9 19 12 12 2 NA NA NA 364.8 9490.8 19169.2 13950.2 16148.9 102.9
"385" 385 "Line149" "2017-12-14" 9 19 13 13 3 5 "CL-B / 2071 / L / 19E" "15.1" 2414 2844937.2 19763.8 10837670.2 27354.2 194
"386" 386 "Raster149" "2017-12-14" 9 19 14 14 4 5 "CL-B / 2071 / L / 19E" "15.1" 1983.1 2438312.4 21279.7 9769428.5 25186.3 192.8
"387" 387 "Line150" "2017-12-14" 9 19 15 15 3 6 "HB-S / 425 / R / 19F" "11.5" 2303.2 2397443.3 19974.3 8988471.3 23314.2 128.3
"388" 388 "Raster150" "2017-12-14" 9 19 16 16 4 6 "HB-S / 425 / R / 19F" "11.5" 2729.3 3190590.1 21032.5 9764454.3 44999.2 214.2
"389" 389 "Line151" "2017-12-14" 9 19 17 17 3 4 "CL-S / 2094 / R / 19G" "9.1" 6554.7 3184193.1 19995.5 10609742.9 31374.6 149.8
"390" 390 "Raster151" "2017-12-14" 9 19 18 18 4 4 "CL-S / 2094 / R / 19G" "9.1" 6317.6 3202262.8 19921.1 12874006.7 36146.9 299.4
"391" 391 "Line152" "2017-12-14" 9 19 19 19 3 3 "EF / 171 / L / 19H" "14" 3640.5 3161579.5 19684.8 11866619.4 31622.9 154.3
"392" 392 "Raster152" "2017-12-14" 9 19 20 20 4 3 "EF / 171 / L / 19H" "14" 2257.3 3474878.5 19921.6 17191417 30265.1 115.1
"393" 393 "MACS-3 49" "2017-12-14" 9 20 21 1 1 NA NA NA 167955.2 1854625.6 879813 13476997.8 151799.4 115093
"394" 394 "Blank49" "2017-12-14" 9 20 22 2 2 NA NA NA 360 9701.4 19729.9 13714.8 16747.6 90
"395" 395 "Line153" "2017-12-14" 9 20 23 3 3 3 "EF / 242 / R / 20A" "16.5" 2135.5 3401137.4 20269 11648528.4 33094.8 117.9
"396" 396 "Raster153" "2017-12-14" 9 20 24 4 4 3 "EF / 242 / R / 20A" "16.5" 1297.9 2487357.3 20620.7 9306124.5 30912 166.1
"397" 397 "Line154" "2017-12-14" 9 20 25 5 3 1 "WF-S / 3765 / L / 20B" "<13" 8376.8 2707600.8 20277.2 8555489 25577.6 129.2
"398" 398 "Raster154" "2017-12-14" 9 20 26 6 4 1 "WF-S / 3765 / L / 20B" "<13" 5282.6 2829064.1 21062.1 11401661.7 37895.7 562.8
"399" 399 "Line155" "2017-12-14" 9 20 27 7 3 4 "CL-S / 2073 / R / 20C" "11" 3068 3110131.4 20165 12688136.6 34707.2 521.8
"400" 400 "Raster155" "2017-12-14" 9 20 28 8 4 4 "CL-S / 2073 / R / 20C" "11" 2087.4 2863490.4 20273.6 9667563.4 41076.2 171.4
"401" 401 "Line156" "2017-12-14" 9 20 29 9 3 2 "WF-B / 1118 / L / 20D" "14.5" 5749.9 3537106.4 20210.3 15232029.3 45990.8 115.4
"402" 402 "Raster156" "2017-12-14" 9 20 30 10 4 2 "WF-B / 1118 / L / 20D" "14.5" 6142.2 2823537.3 20399.4 12039863.6 43856.7 316.2
"403" 403 "MACS-3 50" "2017-12-14" 9 20 31 11 1 NA NA NA 186388.8 1932790.7 930514.5 14226696 162902.1 117235.6
"404" 404 "Blank50" "2017-12-14" 9 20 32 12 2 NA NA NA 354.7 9863.7 20471.6 13693.7 17914.5 85.6
"405" 405 "Line157" "2017-12-14" 9 20 33 13 3 8 "AB / 1784 / R / 20E" "13" 8909.3 3436930.6 21209.4 13133217.9 35515.6 188.2
"406" 406 "Raster157" "2017-12-14" 9 20 34 14 4 8 "AB / 1784 / R / 20E" "13" 9442.7 3126105.6 20692.2 10942438.8 31287.8 157.9
"407" 407 "Line158" "2017-12-14" 9 20 35 15 3 5 "CL-B / 1083 / R / 20F" "14.5" 1961.1 2970997.9 19632 11411859.8 28273.5 128
"408" 408 "Raster158" "2017-12-14" 9 20 36 16 4 5 "CL-B / 1083 / R / 20F" "14.5" 1057.1 2476188 20097.8 11687689.6 26212.8 97.4
"409" 409 "Line159" "2017-12-14" 9 20 37 17 3 6 "HB-S / 432 / L / 20G" "9.6" 2256 3060481.8 20172.6 10180978.3 30728.3 127.7
"410" 410 "Raster159" "2017-12-14" 9 20 38 18 4 6 "HB-S / 432 / L / 20G" "9.6" 2630.2 2947022.5 20441.6 9808513.8 28537.7 149.3
"411" 411 "Line160" "2017-12-14" 9 20 39 19 3 7 "HB-B / 402 / L / 20H" "15.5" 2531.4 3257738.7 19683.1 18841189.3 39925.7 163.2
"412" 412 "Raster160" "2017-12-14" 9 20 40 20 4 7 "HB-B / 402 / L / 20H" "15.5" 1533.3 2516096.7 21781.8 9966716.2 28350.1 448.1
"413" 413 "MACS-3 51" "2017-12-14" 9 21 41 1 1 NA NA NA 208170.6 2110054.6 998277.6 15175189.7 170065.5 120663.4
"414" 414 "Blank51" "2017-12-14" 9 21 42 2 2 NA NA NA 335.5 9736.5 19431.5 14715.2 16708.9 94.7
"415" 415 "Line161" "2017-12-14" 9 21 43 3 3 4 "CL-S / 2105 / L / 21A" "9.3000000000000007" 2654.7 3261056.4 20870.9 9674692 26987.4 112.7
"416" 416 "Raster161" "2017-12-14" 9 21 44 4 4 4 "CL-S / 2105 / L / 21A" "9.3000000000000007" 2453.1 2828887.3 20487.8 9100002.2 26000.8 138.8
"417" 417 "Line162" "2017-12-14" 9 21 45 5 3 8 "AB / 1777 / L / 21B" "10.199999999999999" 8936.9 2982755.8 20974 12220946.6 33440.6 469.1
"418" 418 "Raster162" "2017-12-14" 9 21 46 6 4 8 "AB / 1777 / L / 21B" "10.199999999999999" 6507.9 2590557 20115.5 11880510.1 36447.3 276.6
"419" 419 "Line163" "2017-12-14" 9 21 47 7 3 2 "WF-B / 1135 / R / 21C" "15" 6045.9 3592014.4 20599.9 13259644.1 32718.1 141.9
"420" 420 "Raster163" "2017-12-14" 9 21 48 8 4 2 "WF-B / 1135 / R / 21C" "15" 5161.5 2406038.4 20904.8 7873007 31012.2 317.5
"421" 421 "Line164" "2017-12-14" 9 21 49 9 3 6 "HB-S / 439 / L / 21D" "9.8000000000000007" 3740.4 3218453.5 21355.5 10510061.4 29336.6 137.3
"422" 422 "Raster164" "2017-12-14" 9 21 50 10 4 6 "HB-S / 439 / L / 21D" "9.8000000000000007" 4369.5 3357733.9 26960.6 10392270.7 42203.4 139.6
"423" 423 "MACS-3 52" "2017-12-14" 9 21 51 11 1 NA NA NA 200066 2156074.6 1014983.4 15733675.1 169517.8 119573.2
"424" 424 "Blank52" "2017-12-14" 9 21 52 12 2 NA NA NA 343 9621 20155.7 14822 17725 89.9
"425" 425 "Line165" "2017-12-14" 9 21 53 13 3 3 "EF / 169 / L / 21E" "15" 4835.9 3037368.4 21093.1 11413737.1 41813.7 208.9
"426" 426 "Raster165" "2017-12-14" 9 21 54 14 4 3 "EF / 169 / L / 21E" "15" 2094.5 2109948.7 20947.1 10271847.9 30061.5 298.5
"427" 427 "Line166" "2017-12-14" 9 21 55 15 3 7 "HB-B / 398 / L / 21F" "17.5" 1962.4 3508526.5 20336.9 13512932.2 33850.2 143.8
"428" 428 "Raster166" "2017-12-14" 9 21 56 16 4 7 "HB-B / 398 / L / 21F" "17.5" 1209.3 2628590.8 21158.8 12332572.5 34736.1 139.6
"429" 429 "Line167" "2017-12-14" 9 21 57 17 3 5 "CL-B / 2084 / L / 21G" "13.5" 9664.8 3733149.8 20260 13658751.8 36095.3 168.7
"430" 430 "Raster167" "2017-12-14" 9 21 58 18 4 5 "CL-B / 2084 / L / 21G" "13.5" 13159.8 2581818 21272.7 11260038.6 27319.4 495.6
"431" 431 "Line168" "2017-12-14" 9 21 59 19 3 1 "WF-S / 3775 / L / 21H" "11" 4210.6 2818578.1 20157.2 11116856.6 32152 148.4
"432" 432 "Raster168" "2017-12-14" 9 21 60 20 4 1 "WF-S / 3775 / L / 21H" "11" 4394.7 2988674.4 20953.3 11930890 31368.5 834.9
"433" 433 "MACS-3 53" "2017-12-14" 9 22 61 1 1 NA NA NA 216901.6 2166824.1 1030227.1 16153913.3 169033 108841.1
"434" 434 "Blank53" "2017-12-14" 9 22 62 2 2 NA NA NA 358.6 9629 20056.7 15658.2 17797.8 96.6
"435" 435 "Line169" "2017-12-14" 9 22 63 3 3 6 "HB-S / 421 / R / 22A" "10.8" 3653.1 3825525.5 20556.2 17090117.9 42611.3 323.6
"436" 436 "Raster169" "2017-12-14" 9 22 64 4 4 6 "HB-S / 421 / R / 22A" "10.8" 15744.8 4490131.3 21856.1 19365539.2 52842.9 129.6
"437" 437 "Line170" "2017-12-14" 9 22 65 5 3 2 "WF-B / 1120 / L / 22B" "13" 4222.5 3688253.2 20143.1 16083016 51504.1 441.2
"438" 438 "Raster170" "2017-12-14" 9 22 66 6 4 2 "WF-B / 1120 / L / 22B" "13" 2036.9 3314701.9 21104.7 13402534.2 29694 459.3
"439" 439 "Line171" "2017-12-14" 9 22 67 7 3 1 "WF-S / 3612 / R / 22C" "11" 10969.7 3912325.4 20724.2 13262066.7 42847.4 178.1
"440" 440 "Raster171" "2017-12-14" 9 22 68 8 4 1 "WF-S / 3612 / R / 22C" "11" 7950.8 3166453.6 21068.7 11325032.3 36403.6 119.1
"441" 441 "Line172" "2017-12-14" 9 22 69 9 3 7 "HB-B / 404 / L / 22D" "15.2" 2401.4 3386717.4 20125 13268878.7 34284.5 116.3
"442" 442 "Raster172" "2017-12-14" 9 22 70 10 4 7 "HB-B / 404 / L / 22D" "15.2" 1713.6 2772977.6 21038.4 9429622 28965.2 132.9
"443" 443 "MACS-3 54" "2017-12-14" 9 22 71 11 1 NA NA NA 191730.2 2069078.4 967596.9 14736190 161759.7 112339
"444" 444 "Blank54" "2017-12-14" 9 22 72 12 2 NA NA NA 338.8 9783 19956.2 16026.8 18080.5 96.4
"445" 445 "Line173" "2017-12-14" 9 22 73 13 3 4 "CL-S / 2076 / L / 22E" "12" 12229.9 3370522.5 20641.9 13496990.6 32848 189.9
"446" 446 "Raster173" "2017-12-14" 9 22 74 14 4 4 "CL-S / 2076 / L / 22E" "12" 11703.6 3098233.3 22088.5 10211658.9 44785.2 411
"447" 447 "Line174" "2017-12-14" 9 22 75 15 3 5 "CL-B / 1081 / L / 22F" "15.5" 2133.5 3787765.5 19945.5 13423176.5 27827 132
"448" 448 "Raster174" "2017-12-14" 9 22 76 16 4 5 "CL-B / 1081 / L / 22F" "15.5" 1959.5 2888680.2 20470.4 10850985.2 30488.5 219.8
"449" 449 "Line175" "2017-12-14" 9 22 77 17 3 8 "AB / 1792 / L / 22G" "10.4" 8936.8 3402011.8 21277.8 14434508.9 33194.6 183.9
"450" 450 "Raster175" "2017-12-14" 9 22 78 18 4 8 "AB / 1792 / L / 22G" "10.4" 28797.6 3448286.8 22025.6 13198912.8 35147.3 124
"451" 451 "Line176" "2017-12-14" 9 22 79 19 3 3 "EF / 238 / R / 22H" "14.6" 5197.8 3779472.4 20470.6 14782427.2 38906.1 189.5
"452" 452 "Raster176" "2017-12-14" 9 22 80 20 4 3 "EF / 238 / R / 22H" "14.6" 2703.7 3712554.4 21256.8 14903866.3 40722 315.6
"453" 453 "MACS-3 55" "2017-12-14" 9 22 81 21 1 NA NA NA 214579.2 2237679.2 1047966.7 15790010.3 170616.5 110390.6
"454" 454 "Blank55" "2017-12-14" 9 22 82 22 2 NA NA NA 342.9 9644 19674.4 16804.2 17912.8 91.9
"455" 455 "MACS-3 56" "2017-12-14" 10 23 1 1 1 NA NA NA 194228.1 2074666 955133.8 14908160.8 168264.9 110566.9
"456" 456 "Blank56" "2017-12-14" 10 23 2 2 2 NA NA NA 351.3 9447.9 19597.4 19048.4 18707.9 90.2
"457" 457 "Line177" "2017-12-14" 10 23 3 3 3 7 "HB-B / 419 / R / 23A" "13.7" 3211 2659495.3 19833.9 9160122 27332.7 155.5
"458" 458 "Raster177" "2017-12-14" 10 23 4 4 4 7 "HB-B / 419 / R / 23A" "13.7" 4122.9 2991051.8 19929.6 12835284.2 38127.4 147.8
"459" 459 "Line178" "2017-12-14" 10 23 5 5 3 5 "CL-B / 2052 / L / 23B" "13.5" 5057.4 2971037.1 20953.3 12538210.8 32340 120.5
"460" 460 "Raster178" "2017-12-14" 10 23 6 6 4 5 "CL-B / 2052 / L / 23B" "13.5" 3516.8 2995007.8 20368.1 12875726.5 31825.1 122.7
"461" 461 "Line179" "2017-12-14" 10 23 7 7 3 8 "AB / 1787 / L / 23C" "12" 32434.6 3222013.3 21603.4 10747105.3 45168.4 714.8
"462" 462 "Raster179" "2017-12-14" 10 23 8 8 4 8 "AB / 1787 / L / 23C" "12" 57557.3 3282354.2 21927.7 10767894.9 43286.9 266.3
"463" 463 "Line180" "2017-12-14" 10 23 9 9 3 2 "WF-B / 1142 / R / 23D" "16" 2126.1 3380047.6 20222.9 11574168.2 30273.3 134
"464" 464 "Raster180" "2017-12-14" 10 23 10 10 4 2 "WF-B / 1142 / R / 23D" "16" 2694.4 3173431.7 20156.4 11109091 28971.3 111.5
"465" 465 "MACS-3 57" "2017-12-14" 10 23 11 11 1 NA NA NA 209168.9 2160036.4 1043638.6 15697486.5 167149.9 110950.5
"466" 466 "Blank57" "2017-12-14" 10 23 12 12 2 NA NA NA 367.2 9757.2 19534.8 17266.9 18701.7 95.2
"467" 467 "Line181" "2017-12-14" 10 23 13 13 3 4 "CL-S / 2096 / R / 23E" "9.8000000000000007" 3138.1 3498185.3 21399.9 10727639.4 35635.8 537.4
"468" 468 "Raster181" "2017-12-14" 10 23 14 14 4 4 "CL-S / 2096 / R / 23E" "9.8000000000000007" 1976.8 2650238.5 20879.7 8627385.3 31494.7 174.5
"469" 469 "Line182" "2017-12-14" 10 23 15 15 3 1 "WF-S / 3914 / R / 23F" "11" 9218 3284678.3 20255 12395392.1 40899.6 144.2
"470" 470 "Raster182" "2017-12-14" 10 23 16 16 4 1 "WF-S / 3914 / R / 23F" "11" 8109.7 2849080.7 21109.3 8343873.7 35908 168.8
"471" 471 "Line183" "2017-12-14" 10 23 17 17 3 3 "EF / 235 / R / 23G" "15.9" 1622.4 2442758.1 20138.8 9492741.5 32397.5 127.9
"472" 472 "Raster183" "2017-12-14" 10 23 18 18 4 3 "EF / 235 / R / 23G" "15.9" 1475 2889339.2 20533.5 12146969.3 34847.7 246.1
"473" 473 "Line184" "2017-12-14" 10 23 19 19 3 6 "HB-S / 430 / L / 23H" "10.199999999999999" 3191.4 2321015 20101.5 7838105.4 29101 99.8
"474" 474 "Raster184" "2017-12-14" 10 23 20 20 4 6 "HB-S / 430 / L / 23H" "10.199999999999999" 3921.7 2939595.8 20303.2 13979124.9 37343.2 97
"475" 475 "MACS-3 58" "2017-12-14" 10 24 21 1 1 NA NA NA 227023.6 2193811.4 1032631.7 16668746.2 168794.5 107374.2
"476" 476 "Blank58" "2017-12-14" 10 24 22 2 2 NA NA NA 357.7 9568.1 19765.5 16872 19070.4 91
"477" 477 "Line185" "2017-12-14" 10 24 23 3 3 3 "EF / 237 / R / 24A" "14.3" 4892.2 3361475.6 20607.3 13948822.7 34758.6 198.6
"478" 478 "Raster185" "2017-12-14" 10 24 24 4 4 3 "EF / 237 / R / 24A" "14.3" 2404.7 3284510.9 20081.9 14376547 34593.5 132.6
"479" 479 "Line186" "2017-12-14" 10 24 25 5 3 6 "HB-S / 415 / L / 24B" "11.2" 3810.6 3614283.5 20259.2 11883946.5 36678.8 184.1
"480" 480 "Raster186" "2017-12-14" 10 24 26 6 4 6 "HB-S / 415 / L / 24B" "11.2" 3092.7 3605736.1 24584 14189153.8 36294.5 1119.6
"481" 481 "Line187" "2017-12-14" 10 24 27 7 3 8 "AB / 1800 / R / 24C" "10.8" 14401.6 2935181.7 21023 10523104.5 34387.3 263.5
"482" 482 "Raster187" "2017-12-14" 10 24 28 8 4 8 "AB / 1800 / R / 24C" "10.8" 12972.6 2666467.4 20821.6 10651235 37282.1 175.6
"483" 483 "Line188" "2017-12-14" 10 24 29 9 3 2 "WF-B / 1129 / L / 24D" "14.5" 7445 3150628.2 20730.7 11216387.1 50204.5 197.2
"484" 484 "Raster188" "2017-12-14" 10 24 30 10 4 2 "WF-B / 1129 / L / 24D" "14.5" 10118.4 3176995.1 19932.9 12715061.3 33203.7 251.1
"485" 485 "MACS-3 59" "2017-12-14" 10 24 31 11 1 NA NA NA 215367.7 2224894 1045324.5 16141632.6 165671.9 112455.8
"486" 486 "Blank59" "2017-12-14" 10 24 32 12 2 NA NA NA 350 9684.7 19500.1 17097.8 19009.6 95.3
"487" 487 "Line189" "2017-12-14" 10 24 33 13 3 7 "HB-B / 446 / L / 24E" "18" 2562.7 3191297.5 20423.3 12900424.1 33140.3 151.5
"488" 488 "Raster189" "2017-12-14" 10 24 34 14 4 7 "HB-B / 446 / L / 24E" "18" 1487.2 2601804.1 20943.9 11018072.1 33028.2 428
"489" 489 "Line190" "2017-12-14" 10 24 35 15 3 4 "CL-S / 2109 / L / 24F" "11.2" 5018 2709489.1 20080.7 9637889 35516 121
"490" 490 "Raster190" "2017-12-14" 10 24 36 16 4 4 "CL-S / 2109 / L / 24F" "11.2" 6347.7 3061529.7 20335.5 11768434.4 42945.4 184.6
"491" 491 "Line191" "2017-12-14" 10 24 37 17 3 5 "CL-B / 2069 / R / 24G" "14.8" 2293.6 2313016 19452.9 9670578.8 28796.9 133.5
"492" 492 "Raster191" "2017-12-14" 10 24 38 18 4 5 "CL-B / 2069 / R / 24G" "14.8" 3444.1 2963936.8 20790 13560476 35258.3 158
"493" 493 "Line192" "2017-12-14" 10 24 39 19 3 1 "WF-S / 1121 / L / 24H" "9.5" 5732.6 2951833.1 20891 10063182 34155 155.6
"494" 494 "Raster192" "2017-12-14" 10 24 40 20 4 1 "WF-S / 1121 / L / 24H" "9.5" 8288.4 3308896.5 20236.5 15492994.9 33387.7 199.3
"495" 495 "MACS-3 60" "2017-12-14" 10 25 41 1 1 NA NA NA 188611.8 1867692.9 903434.2 13978973.3 154788.6 99021.8
"496" 496 "Blank60" "2017-12-14" 10 25 42 2 2 NA NA NA 359.1 9959.2 20170.9 17204.7 20283.2 92.4
"497" 497 "Line193" "2017-12-14" 10 25 43 3 3 2 "WF-B / 1130 / L / 25A" "15.5" 3459.4 2629562.7 22330 10503399.4 34060.7 707.5
"498" 498 "Raster193" "2017-12-14" 10 25 44 4 4 2 "WF-B / 1130 / L / 25A" "15.5" 1373 2147069.3 20568 8497545.2 36314.8 328
"499" 499 "Line195" "2017-12-14" 10 25 45 5 3 5 "CL-B / 2116 / L / 25C" "15" 2940.5 2594888.5 19914.9 9241587.1 30674.8 883.8
"500" 500 "Raster195" "2017-12-14" 10 25 46 6 4 5 "CL-B / 2116 / L / 25C" "15" 5929.6 1973279.3 21211.6 9242612.3 49189.6 855.8
"501" 501 "Line196" "2017-12-14" 10 25 47 7 3 7 "HB-B / 409 / R / 25D" "14.2" 3181.6 3160027.4 19535 11984217.6 32132.3 114.4
"502" 502 "Raster196" "2017-12-14" 10 25 48 8 4 7 "HB-B / 409 / R / 25D" "14.2" 1857.3 2301924.6 19924.7 9885276 27270.6 157.6
"503" 503 "MACS-3 61" "2017-12-14" 10 25 49 9 1 NA NA NA 194871.5 1913558.7 922516.5 14341709.1 153165.5 100867.1
"504" 504 "Blank61" "2017-12-14" 10 25 50 10 2 NA NA NA 356.6 9757.2 20151.7 17135 20438.8 124.7
"505" 505 "Line197" "2017-12-14" 10 25 51 11 3 4 "CL-S / 2091 / R / 25E" "10.7" 33048.3 3307877 20551.9 16353142.9 35855.2 320.5
"506" 506 "Raster197" "2017-12-14" 10 25 52 12 4 4 "CL-S / 2091 / R / 25E" "10.7" 36946.1 3250159.1 21256.3 9785559.3 48529.5 390.9
"507" 507 "Line198" "2017-12-14" 10 25 53 13 3 1 "WF-S / 3802 / R / 25F" "10" 9279.9 2954749.9 20287.8 9617713.4 33736.9 167.5
"508" 508 "Raster198" "2017-12-14" 10 25 54 14 4 1 "WF-S / 3802 / R / 25F" "10" 5906.3 2569241.5 20429.2 9649099.8 30273.3 437.7
"509" 509 "Line199" "2017-12-14" 10 25 55 15 3 8 "AB / 1791 / R / 25G" "10.3" 6949.1 2472084.5 20812.4 8597529.6 33930.2 147.2
"510" 510 "Raster199" "2017-12-14" 10 25 56 16 4 8 "AB / 1791 / R / 25G" "10.3" 10605.6 2640084.5 20826.9 11251095.3 31671.8 115.5
"511" 511 "Line200" "2017-12-14" 10 25 57 17 3 6 "HB-S / 438 / L / 25H" "9" 3632.9 2799912.7 19714.7 11598282.6 34234 117.3
